"","City","Average_Rating"
"645730","Fort Kochi",4.08
"645767","Maradu",4.63636363636364
"651881","Nedumbassery",4.725
"652029","Paravoor",4.42857142857143
"652546","Vaikom",4.23076923076923
"653559","Ernakulam District",4.16666666666667
"653585","Tripunithura",4.39344262295082
"653656","Perumbavoor",4.25
"659080","Angamaly",4.06060606060606
"667699","Kaloor",4.26315789473684
"667924","Kakkanad",4.89473684210526
"668006","Thrikkakara",4.32
"669952","Kodaikanal",4.23713004484305
"669972","Kodagurki",5
"681083","Kodanad",3.78260869565217
"681241","Koderma",4.2
"681267","Kodungallur",4.23770491803279
"681356","Kohima",3.8218487394958
"682006","Kohka",4.55
"682016","Koilwar",4
"682028","Kokrajhar",4.33333333333333
"682031","Kolad",4.57964601769912
"682037","Kohri",4
"682260","Kolar",4.18354430379747
"682270","Kolagappara",4.66666666666667
"682293","Kolaghat",3.5
"682691","Kolhapur",4.19499294781382
"682742","Kolasib",4
"683171","Sangli",4.15
"715853","Kollam",4.17235772357724
"717083","Kollengode",4.09090909090909
"717089","Kollur",4.21005385996409
"717635","Konark",4.16129032258065
"718120","Kondapalle",4.15
"718157","Konni",4.12328767123288
"718239","Koonthakulam",4.375
"718248","Kopargaon",4.08333333333333
"718257","Koppal",3.83333333333333
"718289","Koraput",4.31578947368421
"718308","Koppa",3.66666666666667
"718348","Korba",4.57142857142857
"718376","Kotagiri",4.29679144385027
"718395","Koriya",4.42857142857143
"718717","Kota",4.32712456344587
"719601","Kotdwara",4.42592592592593
"719680","Kothamangalam",4.56692913385827
"719708","Kotgarh",4.625
"719815","Kottagudi",4.05288461538461
"719845","Kotkhai",4.33333333333333
"720408","Kottarakkara",4.45
"720437","Kottayam",4.3211743772242
"720550","Kumarakom",4.08537490720119
"721334","Manarcaud",4.16666666666667
"721805","Kovalam",4.36152273888605
"725734","Koynanagar",4.08
"725743","Kovilpatti",4.07692307692308
"725756","Kozhikode",4.17936007210455
"727980","Krishnagiri",4.29213483146067
"728055","Krishnanagar",4.11111111111111
"728105","Kuchaman",4.16666666666667
"728157","Kudal",4.46153846153846
"728212","Kuduremukha",4.06976744186047
"728244","Kudli",4
"728250","Kudrasthe",4.66666666666667
"728269","Kufri",4
"728389","Kullu",4.32062146892655
"728469","Kulasekharam",5
"728470","Kulithalai",4
"729847","Kumaon",4
"730923","Kumbakonam",4.06386861313869
"731779","Thanjavur",3.44444444444444
"732608","Kumbhalgarh",4.24381253291206
"734507","Kumta",4.51282051282051
"734529","Kundapur",4.42639593908629
"734723","Kunkeshwar",4.16483516483517
"734834","Kupup",4
"734836","Kupwara",4.28571428571429
"734843","Kurnool",4.06554307116105
"734864","Kuravilangad",5
"735914","Kurseong",4.2484076433121
"736071","Kurukshetra",4.0545746388443
"736674","Kuruppampady",4.2972972972973
"736705","Kushalnagar",4.34108527131783
"736839","Kushinagar",3.87958115183246
"737023","Kutch",4.24112903225806
"738268","Kuthar",3.66666666666667
"738273","Kuttanad",4.09090909090909
"738319","Kuttikkanam",4.78125
"738331","Lachen",4.13953488372093
"738404","Labpur",4.25
"738408","Lachung",4.18651066758431
"739861","Laitmawsiang",4.14285714285714
"739896","Lakhpat",4.07246376811594
"739931","Ladnun",4
"739967","Lakhimpur",4
"739969","Lalitpur",4.2
"739983","Lakkundi",4.66666666666667
"740069","Lansdowne",4.30901287553648
"742624","Lataguri",4.23529411764706
"742635","Latur",4.3
"742651","Latehar",3.8
"742690","Lavasa",4.31612903225806
"743005","Lava",4.45
"743099","Leh",4.139224882745
"743109","Lawngtlai",4
"743713","Chimre",4
"759300","Lepakshi",4.27064220183486
"759938","Loleygaon",4.28985507246377
"760011","Lonar",3.89285714285714
"760186","Khandala",4.27893309222423
"760223","Lonavala",4.46412556053812
"768580","Pune",4.34031413612565
"770730","Pune District",4.41176470588235
"771075","Loutolim",4.03012048192771
"771113","Long Island",4.66666666666667
"771232","Lucknow",4.1407123932882
"778040","Ludhiana",4.21076923076923
"778686","Lumding",4.2
"778701","Lunglei",5
"778706","Machavaram",4.14285714285714
"778712","Machilipatnam",4.54545454545455
"778746","Madduru",4.0625
"778762","Madhubani",3.90909090909091
"778771","Madhugiri",3.76119402985075
"778840","Galibeedu",5
"778842","Bhagamandala",4.13945578231293
"779413","Madikeri",4.13186813186813
"784795","Madurai",4.20324695597877
"784840","Madla",4.66666666666667
"784903","Madugula",4
"791211","Magadi",4.55821917808219
"791255","Madurantakam",3.6
"791303","Maem",4.22222222222222
"792098","Mahabaleshwar",4.25144620131122
"793994","Nakinda",4.72222222222222
"797431","Panchgani",4.5
"799919","Mahabalipuram",4.1763920416611
"807404","Mahad",4.14285714285714
"807405","Mahasamund",3.93103448275862
"807412","Mahadevapura",4
"807466","Mahbubnagar",3.98666666666667
"807531","Mahendragarh",4.06666666666667
"807537","Maheshwar",4.312734082397
"808079","Mahe",4.30769230769231
"808093","Mahuva",4.34285714285714
"808113","Mahul Pali",4.4
"808138","Maihar",4.25581395348837
"808203","Mailam",4.05263157894737
"808238","Majorda",4.53075571177504
"808318","Mailani",4.11111111111111
"808334","Mainpuri",5
"808819","Majuli",4.12878787878788
"808949","Malappuram",4.27049180327869
"809312","Malayattoor",4.05405405405405
"809339","Malda",3.72774869109948
"809382","Malbazar",5
"809387","Malavalli",4.28571428571429
"809558","Malpe",4.44703770197487
"810118","Malsi",4.25413533834586
"810782","Malvan",4.30911680911681
"812144","Manali",4.24887761077494
"812196","Mamidada",4
"814819","Naggar",4.24207492795389
"815635","Vashisht",4.38095238095238
"815748","Manikaran",4.15408805031447
"827629","Haripur",4
"827788","Manali Tehsil",5
"828655","Manalur",5
"828657","Mananthavady",4.14705882352941
"828681","Manchanabele",4.12307692307692
"828711","Manas National Park",3
"828747","Mandarmani",4.33926453143535
"828807","Mandapeta",4.5
"829599","Mandawa",4.46153846153846
"829615","Mandarthi",4.5
"829619","Mandi",4.3184
"830253","Mandla",4.19349315068493
"830803","Mandore",3.85714285714286
"830834","Mandrem",4.57191780821918
"831723","Mandsaur",4.34883720930233
"831751","Mandu",4.03590527119939
"833065","Mandvi",4.18936877076412
"833679","Mysuru (Mysore)",4.28138604283013
"833875","Srirangapatna",3.61176470588235
"833939","Mandya",4.18030513176144
"837026","Mangalagiri",3.89285714285714
"837075","Mangaldai",4.16666666666667
"837086","Mangalore",4.30445772058824
"841435","Mangeshi",4.4
"841465","Mangan",4
"841512","Mangar",4
"841737","Manipal",4.36105032822757
"842224","Mannargudi",4.32142857142857
"842230","Manjakuppam",4
"842241","Mannady",4
"842242","Mannarkkad",4.49295774647887
"842282","Mansar",4.29090909090909
"842390","Mantralayam",3.99354838709677
"842453","Mansa",5
"842539","Mapusa",4.38547120418848
"842583","Mappedu",4
"844080","Mararikulam",4.48716012084592
"845362","Marayur",4.09459459459459
"845423","Maravanthe",4.5
"845463","Margao",4.07305194805195
"846079","Marthandam",4
"846093","Mashobra",4.30769230769231
"846113","Marigaon",5
"846124","Marmagao",3.5
"846166","Masinagudi",4.24615384615385
"846236","Matheran",4.22699914015477
"848571","Mathura",4.02845982142857
"849096","Vrindavan",4
"850444","Mavelikara",4.37209302325581
"850464","Mawlynnong",4.23607748184019
"851305","Mawphlang",4.25
"851363","Mayapur",4.27272727272727
"851456","Mayiladuthurai",4.06896551724138
"851513","Medak",3.94230769230769
"851533","Maynaguri",4
"851558","Mazbat",4.5
"851570","Mecheri",3.5
"851610","Medicherlapalem",4.24489795918367
"851685","Meerut",4.2291169451074
"851698","Meenangadi",3.5
"852106","Mehsana",4.19409282700422
"852157","Mehkar",5
"852335","Melmaruvathur",3.5
"852343","Melukote",5
"852353","Mhaismal",4.55555555555556
"852361","Menar",4
"852365","Meppadi",4.21428571428571
"852379","Mhow",4.36842105263158
"852446","Midnapore",4.21794871794872
"853068","Mira Bhayandar",4.51851851851852
"853097","Mirik",4.10106382978723
"853265","Mirzapur",4.072
"853522","Modhera",4.22715404699739
"853558","Mishrikh Neemsar",3.33333333333333
"853921","Moga",4.28571428571429
"853966","Mogra",4
"854326","Mokokchung",3.85714285714286
"854342","Molcornem",3.83333333333333
"854348","Mollem National Park",4.06203473945409
"855556","Mon",3.61904761904762
"855586","Moodabidri",4.20754716981132
"855639","Moradabad",4.46428571428571
"855644","Mopidevi",4.57142857142857
"855724","Morbi",4.05714285714286
"855784","Morena",3.97435897435897
"855865","Morjim",4.62458471760797
"857961","Mormugao",4.20909090909091
"858205","Morni Hills",4.51428571428571
"858240","Mount Abu",4.28976859263572
"858257","Motihari",4.33333333333333
"865080","Mudigere",4.36111111111111
"865114","Mudumalai",4.125
"865140","Mukteshwar",4.37688888888889
"865180","Mukhla",3.83333333333333
"866288","Muktsar",3.58620689655172
"866315","Mukutmanipur",4.28
"866455","Mulbagal",3.85
"866477","Mulshi",4.25
"866478","Mulki",4.44444444444444
"866503","Mumbai",4.27102585815446
"947986","Chinnakanal",4.76315789473684
"951548","Pothamedu",4.31351351351351
"954793","Pallivasal",4.10526315789474
"959870","Munsiyari",4.06342494714588
"960353","Murdeshwar",4.47159841479524
"961120","Murshidabad",3.7919826652221
"962009","Murthal",4.52941176470588
"962060","Murud",4.04716981132075
"962467","Mussoorie",4.1375341165302
"970887","Muttom",4.61904761904762
"970912","Muttukadu",4.21616161616162
"971420","Muvattupuzha",4.11111111111111
"971434","Muzaffarnagar",3.84615384615385
"971476","Muzaffarpur",4.30841121495327
"991832","Nababhat",4.05
"991857","Nadiad",4.34905660377358
"991887","Nabarangpur",5
"991904","Nadaun",3
"991952","Nadia",4.32885906040268
"992131","Nagaon",4.14285714285714
"992192","Nagapattinam",3.81311475409836
"992193","Thiruvarur",5
"992232","Nagore",3.7906976744186
"992413","Nagapattinam District",4
"992431","Tamil Nadu",3
"992432","Sirkazhi",3.89090909090909
"992487","Vaitheeswarankovil",3.734375
"992613","Velankanni",3.61437908496732
"992806","Nagarhole National Park",4.24757281553398
"992942","Nagarjuna Sagar",3.95121951219512
"993123","Nagaur",4.42741935483871
"993156","Nagar",4
"993235","Nagercoil",4.06508875739645
"993429","Nagoa",4.90909090909091
"993435","Nagothane",4.21875
"993462","Nagpur",4.20608339029392
"996401","Nagrota",4.14285714285714
"996415","Nagrasu",2
"996426","Nahan",4.27916666666667
"996631","Nainital",4.30938324331114
"996665","Naina Devi",3.5
"1004613","Nako",4.025
"1004633","Nakodar",4.47368421052632
"1004642","Nakhatrana",4.25
"1004680","Nalagarh",4.28
"1004684","Nalanda",3.68166089965398
"1004698","Nala Sopara",2
"1005005","Nalbari",4.42857142857143
"1005011","Naldehra",3.99662162162162
"1005301","Naldurg",4.07142857142857
"1005305","Nalgonda",4.11046511627907
"1005482","Nalsarovar",3.96062992125984
"1005624","Namakkal",4.14163090128755
"1005836","Namchi",4.24257425742574
"1005876","Nambol",2
"1006448","Nameri National Park",4.34883720930233
"1006491","Namdapha National Park",3.875
"1006495","Namsai",4.30434782608696
"1006538","Nandalur",3.66666666666667
"1006545","Nanded",4.34296028880866
"1006555","Nanded-Waghala",4.32
"1006563","Nandara Kalan",4.11111111111111
"1006868","Nandurbar",4.26666666666667
"1006893","Nandyal",4
"1006900","Nanguneri",3.625
"1006907","Nanjangud",4.03846153846154
"1006936","Narasaraopet",3.94444444444444
"1006944","Narendranagar",4.34146341463415
"1006965","Narasapura",4.375
"1007002","Narkanda",4.2046783625731
"1007035","Nargol",4.54545454545455
"1007515","Narmada",4.21316614420063
"1007542","Narlai",3.5
"1007807","Narnaul",4.10344827586207
"1007885","Narsinghpur",5
"1007886","Narsapur",4.5
"1007888","Nashik",4.35248635536689
"1014496","Nathdwara",3.92615012106538
"1015333","Naukuchiatal",4.36363636363636
"1015390","Nattarasankottai",4.28571428571429
"1015718","Navi Mumbai",4.33768794675869
"1015736","Navadvipa",4
"1016382","Maharashtra",4.25
"1019829","Navsari",4.33834586466165
"1019952","Nawalgarh",4.35323383084577
"1019982","Nawada",4.45454545454545
"1020174","Nawanshahr",4.8
"1020189","Naya Raipur",4
"1020191","Nayagrh",5
"1020224","Nazira",4
"1020240","Neelavara",5
"1020241","Neemuch",4.36585365853659
"1020270","Neil Island",4.27363184079602
"1022101","Nelliyampathy",4.11304347826087
"1022136","Nelamangala",4.5
"1022208","Nellore",4.23885350318471
"1022512","Netarhat",4.22727272727273
"1022548","Netravali",4.3469387755102
